Nome do Produto,Categoria do Produto,Preço do Produto (R$),Filial,Quantidade em Estoque,Data da Venda
Máscara de cílios,Eletrônicos,80.2,Filial 2,72,Indisponível
Blush em pó,Eletrodomésticos,24.62,Filial 3,3,Indisponível
Base líquida,Roupas,83.9,Filial 3,89,Indisponível
Corretivo,Roupas,81.99,Filial 7,27,Indisponível
Blush em pó,Eletrodomésticos,51.32,Filial 1,49,Indisponível
Blush em pó,Alimentos,35.7,Filial 2,50,Indisponível
Batom matte,Alimentos,39.06,Filial 3,62,Indisponível
Batom matte,Roupas,39.35,Filial 2,13,Indisponível
Lápis de sobrancelha,Eletrodomésticos,43.39,Filial 9,33,Indisponível
Delineador líquido,Eletrônicos,16.69,Filial 8,18,Indisponível
Lápis de sobrancelha,Alimentos,32.1,Filial 1,74,Indisponível
Delineador líquido,Eletrodomésticos,67.25,Filial 2,37,Indisponível
Pó compacto,Alimentos,42.72,Filial 5,33,Indisponível
Batom líquido,Alimentos,31.46,Filial 9,14,Indisponível
Delineador líquido,Eletrônicos,61.51,Filial 2,98,Indisponível
Batom matte,Roupas,33.27,Filial 10,77,Indisponível
Batom líquido,Roupas,74.42,Filial 8,75,Indisponível
Batom matte,Roupas,39.43,Filial 3,64,Indisponível
Batom líquido,Eletrônicos,70.51,Filial 1,61,Indisponível
Corretivo,Eletrônicos,26.58,Filial 5,5,Indisponível
Blush em pó,Roupas,27.84,Filial 10,15,Indisponível
Sombra de olhos,Roupas,61.94,Filial 1,89,Indisponível
Delineador líquido,Eletrônicos,86.87,Filial 4,30,Indisponível
Batom líquido,Alimentos,51.13,Filial 10,6,Indisponível
Batom líquido,Roupas,12.27,Filial 5,2,Indisponível
Base líquida,Eletrônicos,85.61,Filial 8,42,Indisponível
Pó compacto,Roupas,42.8,Filial 6,91,Indisponível
Lápis de sobrancelha,Eletrônicos,79.89,Filial 1,90,Indisponível
Corretivo,Roupas,40.69,Filial 2,73,Indisponível
Base líquida,Eletrodomésticos,55.48,Filial 1,54,Indisponível
Blush em pó,Alimentos,8.2,Filial 5,63,Indisponível
Batom matte,Roupas,87.35,Filial 2,84,Indisponível
Delineador líquido,Eletrodomésticos,99.02,Filial 10,62,Indisponível
Blush em pó,Roupas,63.5,Filial 2,48,Indisponível
Sombra de olhos,Roupas,60.69,Filial 2,8,Indisponível
Lápis de sobrancelha,Roupas,81.81,Filial 5,27,Indisponível
Máscara de cílios,Eletrodomésticos,40.97,Filial 1,44,Indisponível
Batom líquido,Eletrônicos,92.8,Filial 4,39,Indisponível
Lápis de sobrancelha,Alimentos,79.1,Filial 9,37,Indisponível
Delineador líquido,Eletrodomésticos,3.89,Filial 1,100,Indisponível
Sombra de olhos,Eletrodomésticos,69.93,Filial 5,52,Indisponível
Pó compacto,Alimentos,57.21,Filial 9,76,Indisponível
Batom líquido,Eletrodomésticos,80.51,Filial 2,54,Indisponível
Máscara de cílios,Alimentos,31.83,Filial 1,45,Indisponível
Sombra de olhos,Roupas,27.44,Filial 3,65,Indisponível
Lápis de sobrancelha,Alimentos,70.58,Filial 1,79,Indisponível
Sombra de olhos,Alimentos,66.64,Filial 2,89,Indisponível
Sombra de olhos,Alimentos,48.3,Filial 10,4,Indisponível
Lápis de sobrancelha,Eletrodomésticos,17.97,Filial 4,86,Indisponível
Delineador líquido,Eletrônicos,91.78,Filial 1,61,Indisponível
Batom matte,Roupas,68.83,Filial 1,11,Indisponível
Sombra de olhos,Alimentos,78.46,Filial 8,54,Indisponível
Delineador líquido,Alimentos,78.1,Filial 2,5,Indisponível
Blush em pó,Roupas,89.47,Filial 6,28,Indisponível
Blush em pó,Alimentos,21.77,Filial 8,59,Indisponível
Pó compacto,Eletrônicos,62.73,Filial 7,70,Indisponível
Sombra de olhos,Eletrodomésticos,43.15,Filial 5,83,Indisponível
Base líquida,Eletrodomésticos,70.58,Filial 5,48,Indisponível
Delineador líquido,Alimentos,1.21,Filial 9,46,Indisponível
Delineador líquido,Eletrônicos,85.49,Filial 5,65,Indisponível
Máscara de cílios,Eletrônicos,73.75,Filial 3,30,Indisponível
Máscara de cílios,Alimentos,1.42,Filial 2,8,Indisponível
Lápis de sobrancelha,Eletrônicos,99.17,Filial 10,39,Indisponível
Base líquida,Eletrônicos,22.79,Filial 5,27,Indisponível
Corretivo,Eletrônicos,88.67,Filial 2,87,Indisponível
Lápis de sobrancelha,Eletrodomésticos,85.63,Filial 2,3,Indisponível
Pó compacto,Alimentos,35.69,Filial 1,68,Indisponível
Batom matte,Roupas,34.31,Filial 8,86,Indisponível
Lápis de sobrancelha,Alimentos,34.95,Filial 1,82,Indisponível
Máscara de cílios,Eletrodomésticos,83.14,Filial 6,3,Indisponível
Sombra de olhos,Eletrodomésticos,59.46,Filial 1,72,Indisponível
Batom líquido,Alimentos,28.91,Filial 6,45,Indisponível
Pó compacto,Roupas,40.93,Filial 7,90,Indisponível
Lápis de sobrancelha,Roupas,27.68,Filial 1,99,Indisponível
Batom matte,Alimentos,57.65,Filial 4,42,Indisponível
Batom líquido,Eletrodomésticos,82.39,Filial 8,27,Indisponível
Lápis de sobrancelha,Eletrônicos,9.02,Filial 4,24,Indisponível
Delineador líquido,Eletrônicos,30.51,Filial 6,44,Indisponível
Delineador líquido,Roupas,97.09,Filial 3,99,Indisponível
Pó compacto,Eletrônicos,23.95,Filial 1,77,Indisponível
Sombra de olhos,Eletrodomésticos,63.55,Filial 2,15,Indisponível
Delineador líquido,Roupas,10.2,Filial 6,8,Indisponível
Blush em pó,Roupas,62.14,Filial 1,47,Indisponível
Batom matte,Alimentos,24.47,Filial 10,73,Indisponível
Batom líquido,Alimentos,1.96,Filial 8,97,Indisponível
Delineador líquido,Alimentos,84.97,Filial 1,39,Indisponível
Base líquida,Alimentos,44.14,Filial 3,39,Indisponível
Sombra de olhos,Eletrônicos,70.64,Filial 6,37,Indisponível
Batom matte,Eletrônicos,63.17,Filial 8,72,Indisponível
Pó compacto,Eletrodomésticos,70.27,Filial 6,99,Indisponível
Base líquida,Eletrodomésticos,35.53,Filial 8,58,Indisponível
Delineador líquido,Eletrodomésticos,66.0,Filial 9,39,Indisponível
Blush em pó,Eletrodomésticos,98.26,Filial 2,80,Indisponível
Delineador líquido,Eletrônicos,65.17,Filial 3,54,Indisponível
Delineador líquido,Eletrodomésticos,94.43,Filial 8,57,Indisponível
Base líquida,Eletrônicos,48.08,Filial 6,3,Indisponível
Blush em pó,Roupas,66.11,Filial 7,40,Indisponível
Base líquida,Roupas,98.15,Filial 2,26,Indisponível
Base líquida,Alimentos,20.03,Filial 5,53,Indisponível
Corretivo,Roupas,38.02,Filial 2,25,Indisponível
Lápis de sobrancelha,Roupas,39.48,Filial 8,55,Indisponível
Lápis de sobrancelha,Eletrônicos,9.95,Filial 8,68,Indisponível
Blush em pó,Eletrodomésticos,89.76,Filial 5,67,Indisponível
Blush em pó,Alimentos,26.36,Filial 1,63,Indisponível
Máscara de cílios,Alimentos,2.59,Filial 10,1,Indisponível
Batom matte,Roupas,77.53,Filial 6,3,Indisponível
Delineador líquido,Alimentos,25.6,Filial 10,3,Indisponível
Sombra de olhos,Alimentos,27.81,Filial 1,60,Indisponível
Pó compacto,Eletrônicos,14.62,Filial 1,73,Indisponível
Delineador líquido,Eletrodomésticos,99.98,Filial 6,50,Indisponível
Pó compacto,Eletrodomésticos,39.74,Filial 1,14,Indisponível
Base líquida,Eletrodomésticos,8.9,Filial 7,58,Indisponível
Corretivo,Alimentos,9.73,Filial 8,80,Indisponível
Lápis de sobrancelha,Eletrodomésticos,16.0,Filial 6,54,Indisponível
Corretivo,Alimentos,72.39,Filial 10,76,Indisponível
Lápis de sobrancelha,Eletrônicos,52.17,Filial 10,99,Indisponível
Sombra de olhos,Roupas,51.14,Filial 3,27,Indisponível
Batom líquido,Roupas,70.64,Filial 1,82,Indisponível
Blush em pó,Roupas,47.52,Filial 2,11,Indisponível
Pó compacto,Roupas,10.07,Filial 9,90,Indisponível
Máscara de cílios,Roupas,6.61,Filial 2,63,Indisponível
Base líquida,Eletrodomésticos,4.29,Filial 2,40,Indisponível
Delineador líquido,Eletrônicos,54.75,Filial 7,85,Indisponível
Máscara de cílios,Eletrodomésticos,81.92,Filial 1,66,Indisponível
Lápis de sobrancelha,Eletrônicos,21.16,Filial 3,20,Indisponível
Blush em pó,Eletrônicos,65.54,Filial 6,9,Indisponível
Blush em pó,Alimentos,34.5,Filial 6,72,Indisponível
Delineador líquido,Alimentos,61.46,Filial 9,67,Indisponível
Corretivo,Eletrônicos,64.94,Filial 9,7,Indisponível
Batom líquido,Eletrodomésticos,55.63,Filial 8,65,Indisponível
Sombra de olhos,Alimentos,81.29,Filial 9,75,Indisponível
Delineador líquido,Alimentos,72.07,Filial 3,87,Indisponível
Blush em pó,Alimentos,47.27,Filial 8,54,Indisponível
Sombra de olhos,Alimentos,30.46,Filial 4,7,Indisponível
Base líquida,Roupas,80.7,Filial 7,42,Indisponível
Corretivo,Eletrônicos,30.94,Filial 9,89,Indisponível
Delineador líquido,Alimentos,93.64,Filial 4,4,Indisponível
Pó compacto,Roupas,42.12,Filial 1,77,Indisponível
Delineador líquido,Roupas,29.99,Filial 7,62,Indisponível
Lápis de sobrancelha,Eletrodomésticos,13.13,Filial 6,80,Indisponível
Delineador líquido,Roupas,4.69,Filial 1,49,Indisponível
Batom líquido,Eletrônicos,95.45,Filial 5,84,Indisponível
Base líquida,Roupas,17.9,Filial 5,56,Indisponível
Batom líquido,Eletrodomésticos,26.95,Filial 8,84,Indisponível
Batom matte,Eletrodomésticos,81.47,Filial 7,53,Indisponível
Pó compacto,Alimentos,86.52,Filial 10,47,Indisponível
Batom matte,Eletrônicos,18.33,Filial 1,57,Indisponível
Lápis de sobrancelha,Eletrônicos,94.24,Filial 8,12,Indisponível
Sombra de olhos,Eletrônicos,2.2,Filial 9,2,Indisponível
Máscara de cílios,Alimentos,69.68,Filial 4,36,Indisponível
Corretivo,Eletrônicos,6.5,Filial 9,18,Indisponível
Base líquida,Eletrodomésticos,92.43,Filial 10,54,Indisponível
Delineador líquido,Eletrodomésticos,73.64,Filial 3,32,Indisponível
Blush em pó,Eletrodomésticos,40.62,Filial 5,7,Indisponível
Pó compacto,Alimentos,6.78,Filial 3,73,Indisponível
Sombra de olhos,Eletrônicos,42.92,Filial 6,14,Indisponível
Batom matte,Eletrodomésticos,44.17,Filial 3,91,Indisponível
Batom matte,Alimentos,39.9,Filial 7,84,Indisponível
Máscara de cílios,Alimentos,29.69,Filial 10,65,Indisponível
Lápis de sobrancelha,Alimentos,91.77,Filial 2,5,Indisponível
Pó compacto,Eletrodomésticos,43.46,Filial 3,43,Indisponível
Lápis de sobrancelha,Roupas,63.69,Filial 3,7,Indisponível
Lápis de sobrancelha,Eletrônicos,72.83,Filial 3,55,Indisponível
Delineador líquido,Eletrônicos,64.68,Filial 8,48,Indisponível
Lápis de sobrancelha,Roupas,55.17,Filial 1,62,2023-04-13 18:58:06.794203
Batom matte,Eletrônicos,74.15,Filial 9,48,2023-06-03 18:58:06.794203
Corretivo,Roupas,54.86,Filial 5,36,2023-06-08 18:58:06.794203
Delineador líquido,Roupas,91.29,Filial 8,1,2023-02-27 18:58:06.794203
Batom líquido,Roupas,44.65,Filial 2,52,2022-09-05 18:58:06.794203
Base líquida,Eletrônicos,5.22,Filial 3,85,2022-09-11 18:58:06.794203
Máscara de cílios,Eletrônicos,1.08,Filial 6,31,2023-02-08 18:58:06.794203
Corretivo,Alimentos,56.22,Filial 5,76,2022-12-08 18:58:06.794203
Batom matte,Roupas,94.01,Filial 2,7,2023-07-18 18:58:06.794203
Lápis de sobrancelha,Alimentos,51.38,Filial 10,4,2023-06-19 18:58:06.794203
Pó compacto,Eletrônicos,5.59,Filial 10,82,2023-07-19 18:58:06.794203
Pó compacto,Eletrônicos,2.65,Filial 3,8,2023-05-24 18:58:06.794203
Corretivo,Roupas,68.62,Filial 1,6,2023-01-24 18:58:06.794203
Pó compacto,Alimentos,80.94,Filial 6,70,2023-06-07 18:58:06.794203
Batom matte,Alimentos,26.79,Filial 9,86,2023-01-10 18:58:06.794203
Base líquida,Alimentos,55.08,Filial 5,14,2023-02-09 18:58:06.794203
Base líquida,Alimentos,51.34,Filial 2,13,2022-10-24 18:58:06.794203
Sombra de olhos,Alimentos,31.07,Filial 8,45,2023-03-06 18:58:06.794203
Sombra de olhos,Eletrodomésticos,78.94,Filial 7,44,2022-11-12 18:58:06.794203
Batom matte,Eletrônicos,41.15,Filial 9,91,2023-02-03 18:58:06.794203
Base líquida,Eletrônicos,44.47,Filial 4,39,2023-07-31 18:58:06.794203
Sombra de olhos,Roupas,32.8,Filial 3,23,2023-06-07 18:58:06.794203
Delineador líquido,Alimentos,90.62,Filial 3,70,2022-10-31 18:58:06.794203
Pó compacto,Eletrônicos,66.56,Filial 1,89,2023-03-04 18:58:06.794203
Delineador líquido,Eletrônicos,57.56,Filial 8,77,2023-01-27 18:58:06.794203
Batom matte,Alimentos,40.92,Filial 3,13,2023-04-25 18:58:06.794203
Delineador líquido,Eletrônicos,65.96,Filial 10,73,2022-09-20 18:58:06.794203
Lápis de sobrancelha,Roupas,87.64,Filial 5,25,2023-03-09 18:58:06.794203
Sombra de olhos,Alimentos,61.21,Filial 3,22,2023-02-06 18:58:06.794203
Delineador líquido,Eletrodomésticos,12.77,Filial 8,57,2023-05-15 18:58:06.794203
Blush em pó,Roupas,86.67,Filial 10,61,2023-07-06 18:58:06.794203
Base líquida,Eletrodomésticos,26.87,Filial 6,56,2023-07-24 18:58:06.794203
Batom líquido,Roupas,83.86,Filial 2,33,2023-05-02 18:58:06.794203
Base líquida,Eletrônicos,89.13,Filial 3,49,2023-07-07 18:58:06.794203
Base líquida,Eletrônicos,12.08,Filial 2,87,2023-04-15 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,73.5,Filial 4,67,2022-11-07 18:58:06.794203
Delineador líquido,Eletrodomésticos,90.34,Filial 2,76,2023-06-16 18:58:06.794203
Batom matte,Eletrônicos,5.74,Filial 4,1,2022-12-15 18:58:06.794203
Batom matte,Roupas,47.47,Filial 3,62,2023-02-01 18:58:06.794203
Delineador líquido,Alimentos,87.52,Filial 9,43,2023-08-22 18:58:06.794203
Delineador líquido,Alimentos,14.57,Filial 10,72,2023-05-20 18:58:06.794203
Corretivo,Roupas,69.69,Filial 8,9,2023-02-03 18:58:06.794203
Batom matte,Eletrônicos,62.96,Filial 5,12,2023-05-02 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,52.49,Filial 1,57,2023-03-10 18:58:06.794203
Sombra de olhos,Roupas,85.51,Filial 5,5,2023-04-17 18:58:06.794203
Base líquida,Roupas,8.72,Filial 5,48,2023-05-16 18:58:06.794203
Batom líquido,Eletrodomésticos,78.58,Filial 10,89,2022-12-16 18:58:06.794203
Batom matte,Eletrônicos,23.8,Filial 9,28,2022-10-14 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,36.96,Filial 3,5,2022-11-05 18:58:06.794203
Batom matte,Eletrônicos,13.84,Filial 6,2,2023-04-30 18:58:06.794203
Base líquida,Eletrodomésticos,23.45,Filial 7,69,2023-04-28 18:58:06.794203
Corretivo,Eletrônicos,31.88,Filial 3,19,2023-02-15 18:58:06.794203
Máscara de cílios,Eletrodomésticos,73.9,Filial 3,83,2023-07-02 18:58:06.794203
Batom líquido,Roupas,48.62,Filial 5,32,2023-05-27 18:58:06.794203
Batom matte,Eletrodomésticos,46.32,Filial 8,52,2023-04-12 18:58:06.794203
Base líquida,Alimentos,6.9,Filial 4,10,2023-03-23 18:58:06.794203
Pó compacto,Eletrodomésticos,26.51,Filial 2,10,2022-10-27 18:58:06.794203
Máscara de cílios,Roupas,37.52,Filial 9,55,2023-02-13 18:58:06.794203
Lápis de sobrancelha,Roupas,18.37,Filial 9,29,2023-01-01 18:58:06.794203
Sombra de olhos,Alimentos,75.04,Filial 3,90,2023-08-29 18:58:06.794203
Pó compacto,Alimentos,9.59,Filial 8,46,2023-03-31 18:58:06.794203
Corretivo,Eletrônicos,84.24,Filial 5,27,2023-03-07 18:58:06.794203
Base líquida,Eletrodomésticos,22.41,Filial 2,97,2022-09-11 18:58:06.794203
Lápis de sobrancelha,Roupas,18.03,Filial 10,7,2023-01-26 18:58:06.794203
Batom matte,Eletrônicos,56.88,Filial 2,49,2023-02-01 18:58:06.794203
Pó compacto,Eletrônicos,71.07,Filial 4,10,2023-01-01 18:58:06.794203
Corretivo,Alimentos,80.43,Filial 10,2,2023-08-03 18:58:06.794203
Batom líquido,Eletrônicos,67.95,Filial 10,50,2022-10-06 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,15.85,Filial 9,89,2023-01-09 18:58:06.794203
Sombra de olhos,Alimentos,39.86,Filial 7,31,2023-07-02 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,14.98,Filial 3,40,2023-06-04 18:58:06.794203
Corretivo,Roupas,6.9,Filial 9,91,2023-02-23 18:58:06.794203
Batom matte,Roupas,57.28,Filial 3,10,2023-07-31 18:58:06.794203
Corretivo,Eletrodomésticos,11.71,Filial 6,77,2022-11-18 18:58:06.794203
Blush em pó,Eletrodomésticos,60.0,Filial 2,23,2022-11-19 18:58:06.794203
Sombra de olhos,Eletrônicos,94.51,Filial 8,72,2023-01-14 18:58:06.794203
Sombra de olhos,Alimentos,86.96,Filial 7,89,2022-11-25 18:58:06.794203
Máscara de cílios,Eletrônicos,36.37,Filial 1,50,2022-09-29 18:58:06.794203
Sombra de olhos,Eletrônicos,9.36,Filial 5,72,2023-07-21 18:58:06.794203
Delineador líquido,Eletrodomésticos,43.3,Filial 6,78,2023-02-11 18:58:06.794203
Batom matte,Alimentos,75.34,Filial 1,75,2023-01-02 18:58:06.794203
Sombra de olhos,Eletrônicos,40.39,Filial 10,84,2022-12-16 18:58:06.794203
Delineador líquido,Eletrodomésticos,11.05,Filial 2,15,2022-12-26 18:58:06.794203
Pó compacto,Eletrônicos,39.21,Filial 10,26,2022-12-19 18:58:06.794203
Delineador líquido,Alimentos,48.01,Filial 8,46,2023-02-14 18:58:06.794203
Máscara de cílios,Eletrodomésticos,1.65,Filial 8,79,2022-10-21 18:58:06.794203
Máscara de cílios,Eletrodomésticos,43.61,Filial 2,75,2022-09-26 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,75.25,Filial 3,11,2023-08-04 18:58:06.794203
Máscara de cílios,Alimentos,55.73,Filial 2,25,2023-06-06 18:58:06.794203
Corretivo,Roupas,11.96,Filial 6,7,2023-03-25 18:58:06.794203
Batom líquido,Alimentos,84.91,Filial 6,88,2022-09-22 18:58:06.794203
Pó compacto,Eletrodomésticos,83.6,Filial 2,47,2023-06-23 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,87.64,Filial 7,22,2023-08-17 18:58:06.794203
Base líquida,Eletrônicos,79.79,Filial 5,98,2023-06-06 18:58:06.794203
Pó compacto,Alimentos,18.36,Filial 5,67,2022-09-12 18:58:06.794203
Batom líquido,Eletrônicos,40.28,Filial 3,67,2023-03-03 18:58:06.794203
Sombra de olhos,Eletrônicos,41.92,Filial 4,79,2023-01-29 18:58:06.794203
Pó compacto,Eletrodomésticos,48.15,Filial 6,82,2022-12-03 18:58:06.794203
Delineador líquido,Eletrodomésticos,30.29,Filial 6,96,2023-02-27 18:58:06.794203
Pó compacto,Eletrônicos,98.66,Filial 3,86,2023-07-06 18:58:06.794203
Delineador líquido,Eletrônicos,61.41,Filial 5,14,2023-07-06 18:58:06.794203
Batom matte,Alimentos,99.22,Filial 7,4,2022-11-24 18:58:06.794203
Sombra de olhos,Eletrodomésticos,61.0,Filial 10,28,2022-12-24 18:58:06.794203
Blush em pó,Eletrônicos,18.86,Filial 9,45,2023-05-14 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,33.76,Filial 5,97,2023-04-23 18:58:06.794203
Delineador líquido,Alimentos,67.41,Filial 9,3,2023-01-17 18:58:06.794203
Delineador líquido,Eletrônicos,58.3,Filial 3,93,2022-10-22 18:58:06.794203
Batom líquido,Eletrodomésticos,57.95,Filial 9,63,2022-10-28 18:58:06.794203
Base líquida,Alimentos,66.9,Filial 2,63,2023-03-13 18:58:06.794203
Corretivo,Eletrodomésticos,35.55,Filial 3,48,2023-03-08 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,51.94,Filial 7,55,2023-04-28 18:58:06.794203
Sombra de olhos,Alimentos,86.0,Filial 7,54,2023-08-06 18:58:06.794203
Máscara de cílios,Eletrônicos,73.84,Filial 3,27,2023-02-19 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,34.84,Filial 5,55,2022-11-01 18:58:06.794203
Batom líquido,Roupas,41.5,Filial 6,72,2023-03-18 18:58:06.794203
Lápis de sobrancelha,Roupas,92.31,Filial 6,50,2023-03-10 18:58:06.794203
Delineador líquido,Eletrodomésticos,20.64,Filial 2,18,2022-10-09 18:58:06.794203
Batom líquido,Alimentos,94.09,Filial 7,81,2022-12-14 18:58:06.794203
Máscara de cílios,Eletrodomésticos,60.69,Filial 5,47,2022-11-14 18:58:06.794203
Máscara de cílios,Roupas,11.55,Filial 1,5,2022-11-21 18:58:06.794203
Corretivo,Roupas,95.51,Filial 8,56,2022-11-21 18:58:06.794203
Máscara de cílios,Eletrônicos,89.33,Filial 8,8,2023-06-19 18:58:06.794203
Batom líquido,Eletrônicos,49.56,Filial 9,38,2022-11-25 18:58:06.794203
Delineador líquido,Alimentos,98.97,Filial 4,30,2023-08-30 18:58:06.794203
Sombra de olhos,Eletrodomésticos,89.56,Filial 3,85,2022-09-10 18:58:06.794203
Base líquida,Eletrodomésticos,77.81,Filial 3,20,2023-01-20 18:58:06.794203
Base líquida,Alimentos,75.06,Filial 3,24,2023-06-21 18:58:06.794203
Batom líquido,Eletrodomésticos,88.5,Filial 8,8,2023-09-05 18:58:06.794203
Corretivo,Eletrônicos,17.84,Filial 1,59,2022-09-30 18:58:06.794203
